bookID;;authors;average_rating;isbn;language_code;  num_pages;ratings_count;text_reviews_count;publication_date;publisher;review_sentences;has_spoiler;Genre
4677;The Great Gatsby;F. Scott Fitzgerald;3.91;140620184;eng;188;2729;245;1/13/1994;Penguin Books;#N/A;#N/A;{'fiction': 20684, 'history, historical fiction, biography': 3376, 'romance': 2125, 'young-adult': 400}
4680;Limitations (Kindle County Legal Thriller #7);Scott Turow;3.33;312426453;eng;208;1750;228;11/14/2006;Picador;#N/A;#N/A;{'fiction': 75, 'mystery, thriller, crime': 103}
4681;Reversible Errors (Kindle County Legal Thriller #6);Scott Turow;3.83;446612626;eng;553;5073;222;11/01/2003;Warner Vision;#N/A;#N/A;{'fiction': 115, 'mystery, thriller, crime': 149}
4682;The Laws Of Our Fathers (Kindle County Legal Thriller #4);Scott Turow;3.75;446604402;eng;817;3655;162;09/01/1997;Grand Central Publishing;#N/A;#N/A;{'fiction': 89, 'mystery, thriller, crime': 130, 'history, historical fiction, biography': 3}
4683;Personal Injuries (Kindle County Legal Thriller #5);Scott Turow;3.86;446608602;eng;528;5163;179;12/01/2000;Warner Books (NY);#N/A;#N/A;{'mystery, thriller, crime': 142, 'fiction': 27}
4685;One L: The Turbulent True Story of a First Year at Harvard Law School;Scott Turow;3.67;446673781;eng;288;6093;447;09/01/1997;Warner Books (NY);#N/A;#N/A;{'non-fiction': 256, 'history, historical fiction, biography': 89, 'fiction': 25, 'mystery, thriller, crime': 2}
4686;Ultimate Punishment;Scott Turow;3.81;31242373;eng;176;506;50;08/01/2004;St. Martins Press-3PL;#N/A;#N/A;{'non-fiction': 66, 'mystery, thriller, crime': 16, 'history, historical fiction, biography': 5, 'fiction': 1}
4692;The Physician (Cole Family Trilogy  #1);Noah Gordon;4.37;751503894;eng;720;23114;1175;07/01/2001;Little  Brown Book Group;#N/A;#N/A;{'fiction': 1050, 'history, historical fiction, biography': 1053, 'romance': 25, 'fantasy, paranormal': 17}
4693;Matters of Choice (Cole Family Trilogy  #3);Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić;3.39;451187261;eng;448;2680;142;05/01/1997;Signet;#N/A;#N/A;{'fiction': 110, 'history, historical fiction, biography': 91, 'mystery, thriller, crime': 3}
4695;The Rabbi;Noah Gordon;3.69;449214540;eng;448;921;44;08/12/1987;Fawcett;#N/A;#N/A;{'fiction': 35, 'history, historical fiction, biography': 20}
4696;The Last Jew;Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić;4.10;312300530;eng;352;4360;189;8/15/2000;St. Martin's Griffin;#N/A;#N/A;{'fiction': 204, 'history, historical fiction, biography': 202}
4698;The Frequencies;Noah Eli Gordon;4.32;974016713;eng;81;69;8;01/01/2003;Tougher Disguises;#N/A;#N/A;{'poetry': 19}
4700;Chamán (Familia Cole  #2);Noah Gordon/Elsa Mateo;4.12;849654642;spa;768;493;24;6/30/2006;Zeta Bolsillo;#N/A;#N/A;{'fiction': 267, 'history, historical fiction, biography': 271, 'romance': 2}
4703;The Talking Horse and the Sad Girl and the Village Under the Sea: Poems;Mark Haddon;3.31;307275698;eng;60;418;37;04/11/2006;Vintage;#N/A;#N/A;{'poetry': 116, 'fiction': 7, 'non-fiction': 5, 'history, historical fiction, biography': 1, 'children': 1, 'young-adult': 1, 'romance': 1}
4704;Ocean Star Express;Mark Haddon/Peter   Sutton;3.57;664600;eng;32;1;0;07/01/2002;HarperCollins UK;#N/A;#N/A;#N/A
4714;The Damned and the Beautiful: American Youth in the 1920's;Paula S. Fass;3.76;195024923;spa;520;83;14;2/19/1978;Oxford University Press  USA;#N/A;#N/A;{'history, historical fiction, biography': 35, 'non-fiction': 16, 'fiction': 1}
4717;This Side of Paradise (Paradise  #1);Steven L. Layne;3.73;1589802543;eng;224;549;80;3/31/2005;Pelican Publishing;#N/A;#N/A;{'young-adult': 31, 'fiction': 13, 'mystery, thriller, crime': 4, 'romance': 1}
4723;Trimalchio;F. Scott Fitzgerald/James L.W. West III;4.42;521890470;eng;214;41;4;4/25/2002;Cambridge University Press;#N/A;#N/A;#N/A
4738;Souvenir of Canada 2;Douglas Coupland;3.83;1553650433;eng;144;332;9;05/10/2004;Douglas  McIntyre;#N/A;#N/A;{'non-fiction': 24, 'history, historical fiction, biography': 1}
4739;Souvenir of Canada;Douglas Coupland;3.85;1550549170;en-US;144;893;34;07/01/2002;Douglas  McIntyre;#N/A;#N/A;{'non-fiction': 62, 'fiction': 11, 'comics, graphic': 1, 'history, historical fiction, biography': 3}
4742;The Illustrated Art of War;Sun Tzu/Samuel B. Griffith;3.97;19518999;eng;272;91;11;10/15/2005;Oxford University Press  USA;#N/A;#N/A;{'non-fiction': 4001, 'history, historical fiction, biography': 1617, 'fiction': 70}
4745;World War 3 Illustrated: Confrontational Comics;Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones;3.85;1568580398;eng;256;20;2;10/17/1995;Running Press;#N/A;#N/A;{'comics, graphic': 8, 'history, historical fiction, biography': 1, 'fiction': 1}
4746;Master Index: An Illustrated Guide;Time-Life Books;3.56;809447967;eng;175;16;1;09/01/1993;Time-Life Books  Inc.;#N/A;#N/A;#N/A
4752;A New Hope: The Illustrated Screenplay (Star Wars  Episode IV);George Lucas;4.23;345420691;eng;166;11;0;3/24/1998;Del Rey;#N/A;#N/A;#N/A
4764;Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present;Robert L. O'Connell/John    Batchelor;3.75;684844079;en-US;400;55;5;8/27/2002;Free Press;#N/A;#N/A;#N/A
4767;Star Wars Episode 1: The Phantom Menace Illustrated Screenplay;George Lucas;3.92;345431103;eng;150;259;9;4/21/1999;Del Rey Books;#N/A;#N/A;{'fiction': 8, 'non-fiction': 2, 'fantasy, paranormal': 1}
4777;Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome;John Warry/Phillip de ste. Croix;4.14;806127945;eng;224;383;19;10/15/1995;University of Oklahoma Press;#N/A;#N/A;{'history, historical fiction, biography': 111, 'non-fiction': 28}
4796;The Winter of Our Discontent;John Steinbeck/Susan Shillinglaw;3.99;143039482;eng;336;32091;1517;8/26/2008;Penguin Classics;#N/A;#N/A;{'fiction': 891, 'history, historical fiction, biography': 14}
4799;Cannery Row;John Steinbeck;4.04;14200068;eng;181;96408;3909;02/05/2002;Penguin Books;#N/A;#N/A;{'fiction': 2284, 'history, historical fiction, biography': 251}
4801;The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies;John Steinbeck/Elaine Steinbeck/Robert DeMott;4.41;1883011159;eng;1088;884;25;09/01/1996;Library of America;#N/A;#N/A;{'fiction': 7, 'history, historical fiction, biography': 2, 'fantasy, paranormal': 1, 'non-fiction': 2}
4802;Tortilla Flat;John Steinbeck;3.83;141185112;en-GB;154;438;38;09/07/2000;Penguin Classics;#N/A;#N/A;{'fiction': 1062, 'history, historical fiction, biography': 62}
4803;The Log from the Sea of Cortez;John Steinbeck/Richard Astro;3.84;141186070;eng;288;3427;276;1/18/2001;Penguin Books Ltd;#N/A;#N/A;{'non-fiction': 133, 'fiction': 59, 'history, historical fiction, biography': 45}
4805;The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time;Dava Sobel/William J.H. Andrewes/William J. H. Andrewes;3.97;802775934;eng;224;179;20;10/01/2003;Walker Books;#N/A;#N/A;{'non-fiction': 1799, 'history, historical fiction, biography': 1078, 'fiction': 29, 'comics, graphic': 11}
4806;Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time;Dava Sobel/Neil Armstrong;3.97;802714625;eng;192;47453;1865;10/01/2005;Walker Books;"[[0, ""It's odd to imagine it now, but in the 18th century it was incredibly difficult to determine exactly where you were.""], [0, 'On land, it was easy enough to resort to landmarks, but at sea, while finding latitude was easy, longitude was such a thorny problem that the British government offered PS20,000 (millions today) to the person who could provide a way to calculate it.'], [0, 'Enter John Harrison.'], [0, 'Harrison was a self-taught clockmaker (or a horologist), originally a carpenter, who built his first clock almost entirely of wood.'], [0, 'When he heard of the prize being offered, he decided that the best way would be to make a better clock.'], [0, 'Clocks at the time could lose up to 15 minutes a day, and were essentially useless if the pressure or temperature changed too much due to expansion and contraction of their internal components, which made them far too unreliable to use at sea.'], [0, 'His wooden clock had performed so well he was positive he could do it, given time, and he set to work.'], [0, ""Of course, it wasn't that easy.""], [0, ""The scientific method is an excellent series of rules, but scientists are human and they certainly aren't Vulcans.""], [0, 'Many of the members of the Board of Longitude, set up to award the prize and determine the accuracy of the solutions proposed, were astronomers who were invested in the use of astronomy to solve the problem of longitude and were skeptical that a mere ""mechanical"" would develop a proper solution.'], [0, 'Somewhat hilariously, there is a note that for the first five years, the board never met, because the prize was so high that they mostly just got worthless proposals that were clearly unhelpful, or crank ones like perpetual motion machines, which is a problem the US Patent Office still has.'], [0, ""Anyway, the astronomical solution involves using the moon's position in relation to the stars and then comparing it to a set of charts that allow the navigator to determine their distance from a known reference point.""], [0, 'This is essentially the same way clocks do it--the navigator measures local time and sees how different it is from the clock set in port.'], [0, 'And it works!'], [0, ""Except that you need the charts, and several hours to look at the night sky and take the measurements, and the sky has to be clear, and so on, but it's actual SCIENCE!""], [0, 'And because of that, it took decades to get chronometers as standard practice on ships.'], [0, ""This is more of an overview than a book, but for someone who knew essentially nothing about this series of events like I did, it's a good one.""], [0, 'John Harrison has much more extensive biographies available, many of which are given in the bibliography at the end, and if nothing else, this made me more interested in reading one.'], [0, 'It did lose one star for the somewhat rambling nature of the ending.'], [0, 'After Harrison dies, the book tries to wrap up the story of the chronometer, but it jumps around between a couple different other clockmakers that it suddenly introduces and mostly lost my interest.'], [0, ""If you're looking for a quick read about what, for centuries, was the greatest problem for maritime navigation, this is a pretty good choice, but if you want any real analysis or in-depth treatment, look elsewhere.""]]";FALSE;{'non-fiction': 1799, 'history, historical fiction, biography': 1079, 'fiction': 29, 'comics, graphic': 11}
4808;Latitude and Longitude (Rookie Read-About Geography);Rebecca Aberg/Jeanne Clidas;3.53;516277650;eng;32;1;0;09/01/2003;Children's Press(CT);#N/A;#N/A;#N/A
4812;The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993;William Andrewes;4.50;964432900;eng;437;10;2;10/01/1996;Collection of Historical Scientific Instruments;#N/A;#N/A;#N/A
4813;1421: The Year China Discovered America;Gavin Menzies;3.60;6054094;eng;650;11751;893;01/01/2004;Harper Perennial (NYC);#N/A;#N/A;{'history, historical fiction, biography': 844, 'non-fiction': 427, 'fiction': 27, 'fantasy, paranormal': 5}
4817;Dr. Desirable;Kristi Gold;3.27;373764219;eng;192;20;1;1/25/2002;Silhouette Desire;#N/A;#N/A;#N/A
4820;Mayflower: A Story of Courage  Community  and War;Nathaniel Philbrick;3.87;670037605;eng;461;31384;2255;05/09/2006;Viking;#N/A;#N/A;{'history, historical fiction, biography': 2087, 'non-fiction': 1189, 'fiction': 55}
4824;Before the Mayflower: A History of Black America;Lerone Bennett Jr.;4.44;874850916;eng;796;6;2;10/23/2003;Johnson Publishing Company (IL);#N/A;#N/A;#N/A
4829;Before The Mayflower A History of Black America;Lerone Bennett Jr.;4.44;140072144;en-US;70;26;1;05/01/1984;Penguin Books;#N/A;#N/A;#N/A
4830;Shalimar the Clown;Salman Rushdie;3.88;679783482;eng;398;11418;743;10/10/2006;Random House Trade;"[[0, '** spoiler alert **'], [0, 'Overall I really enjoyed this book, despite having a hard time getting into it initially, and then not being totally satisfied by the ending.'], [0, 'The story in between really hooked me and reeled me in!'], [0, 'One complaint I have is that so much of the book seemed to be summary rather than fully realized scenes.'], [0, 'As far as the ending, it came down to two characters I liked (they were both sympathetic characters at some point) pitted against one another.'], [0, ""I wished they could somehow reconcile, but as that wasn't possible, I don't think I would have been wholly satisfied with either one eliminating the other.""], [0, 'I would have loved to have read a scene where they actually had the opportunity to speak to one another and explain themselves.'], [0, 'As it was, once I got into this book I could hardly put it down for wanting to find out what happened to the characters next.'], [0, ""Some of the characters were likable, some (like Max) I really didn't care for at all, and some hit both ends of the spectrum at different times throughout the book.""], [0, 'Overall, an intriguing read that left me missing feeling immersed in the world of the story once it ended.']]";FALSE;{'fiction': 480, 'history, historical fiction, biography': 46, 'fantasy, paranormal': 14, 'romance': 6, 'mystery, thriller, crime': 3}
4832;Midnight's Children;Salman Rushdie;3.98;330267140;eng;463;364;46;04/08/1982;Picador;#N/A;#N/A;{'fiction': 3508, 'history, historical fiction, biography': 750, 'fantasy, paranormal': 310}
4835;Haroun and the Sea of Stories (Khalifa Brothers  #1);Salman Rushdie/Paul Birkbeck;4.01;670886580;eng;224;22378;1613;8/27/1999;Viking Children's Books;[[0, 'Just as whimsical and enjoyable as I remember.'], [0, 'Also, it provided a much needed distraction and calm, for which I am thankful.']];FALSE;{'fantasy, paranormal': 102, 'fiction': 95, 'young-adult': 34, 'children': 45}
4836;Fury;Salman Rushdie;3.29;99421860;eng;272;6711;354;09/05/2002;Vintage;#N/A;#N/A;{'fiction': 319}
4845;Code Complete;Steve McConnell;4.29;735619670;en-US;914;7059;326;6/19/2004;Microsoft Press;#N/A;#N/A;{'non-fiction': 50}
4864;Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living;Dale Carnegie;4.17;1578660394;eng;538;111;6;6/15/1998;Galahad Books;#N/A;#N/A;{'non-fiction': 39}
4866;How to Stop Worrying and Start Living;Dale Carnegie;4.12;671035975;eng;358;61639;1607;10/05/2004;Gallery Books;#N/A;#N/A;{'non-fiction': 533}
4870;How To Enjoy Your Life And Your Job;Dale Carnegie/Dorothy Carnegie;3.96;671708260;eng;224;1907;121;01/02/1990;Pocket Books;#N/A;#N/A;{'non-fiction': 26}
4873;The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World;Dale Carnegie/Stuart R. Levine/Michael A. Crom;4.08;671519980;eng;256;3713;103;05/01/1995;Pocket Books;#N/A;#N/A;{'non-fiction': 33}
4887;The Drama of the Gifted Child: The Search for the True Self;Alice   Miller/Ruth Ward;4.09;465016901;eng;144;12436;619;7/22/2008;Basic Books;#N/A;#N/A;{'non-fiction': 367, 'children': 5}
4888;The Drama of the Gifted Child: The Search for the True Self;Alice   Miller;4.09;46501691;en-US;118;97;10;06/01/1983;Basic Books;#N/A;#N/A;#N/A
4894;Who Moved My Cheese?;Spencer Johnson/Kenneth H. Blanchard;3.80;91883768;eng;96;311436;8421;02/07/2002;Vermilion;#N/A;#N/A;{'non-fiction': 1955, 'fiction': 111}
4898;Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant;W. Chan Kim/Renée Mauborgne;3.91;1591396190;eng;240;46064;871;02/01/2005;Harvard Business Review Press;#N/A;#N/A;#N/A
4900;Heart of Darkness;Joseph Conrad;3.42;1892295490;eng;188;321078;8423;10/01/2003;Green Integer;"[[0, ""Wow I'm glad they made us study it cuz I don't tend to read this kined of books, fantasy is my favorite genre, nevertheless I enjoyed reading it with all its horror and symbolism.""], [0, 'The Two Women Knitting black wool represent the Moirae or the Fates an ancient Greek goddesses.Two of the three Fates spin the life-thread of each human being and the thread represents a human life.'], [0, 'The third Fate cuts the thread when it is time to die.'], [0, ""The woman with the torch in Kurtz's painting and its meaning.""], [0, 'great story reveals the the fact of the truth about the european colonists.']]";FALSE;{'fiction': 6147, 'history, historical fiction, biography': 1037}
4906;Heart of Darkness and Other Tales;Joseph Conrad/Cedric Watts;3.58;192801724;eng;225;3761;177;9/25/2003;Oxford University Press;#N/A;#N/A;{'fiction': 161, 'history, historical fiction, biography': 13, 'young-adult': 2}
4907;Heart of Darkness;Joseph Conrad;3.42;159224646;eng;132;92;11;05/01/2003;Wildside Press;#N/A;#N/A;{'fiction': 6147, 'history, historical fiction, biography': 1037}
4909;Teacher Man (Frank McCourt  #3);Frank McCourt;3.75;743243781;eng;272;26508;2019;9/19/2006;Scribner;#N/A;#N/A;{'non-fiction': 754, 'history, historical fiction, biography': 549, 'fiction': 37, 'comics, graphic': 12}
4916;Angela's Ashes;Frank McCourt;4.11;7718721;eng;224;711;64;12/17/1998;Simon & Schuster;#N/A;#N/A;{'non-fiction': 4073, 'history, historical fiction, biography': 3504, 'fiction': 1327, 'comics, graphic': 89}
4921;Three Men in a Boat (Three Men  #1);Jerome K. Jerome;3.89;140621334;eng;185;38313;2811;10/01/1994;Penguin Books;#N/A;#N/A;{'fiction': 248, 'history, historical fiction, biography': 106, 'non-fiction': 42}
4922;Three Men in a Boat: To Say Nothing of the Dog;Jerome K. Jerome;3.89;486451100;eng;144;213;32;6/16/2006;Dover Publications;#N/A;#N/A;{'fiction': 248, 'history, historical fiction, biography': 106, 'non-fiction': 42}
4924;Three Men in a Boat: To Say Nothing of the Dog;Jerome K. Jerome;3.89;1904919529;eng;272;52;8;03/01/2005;Collectors Library;#N/A;#N/A;{'fiction': 248, 'history, historical fiction, biography': 106, 'non-fiction': 42}
4925;Three Men in a Boat;Jerome K. Jerome;3.89;141441216;eng;178;786;125;3/25/2004;Penguin Classics;#N/A;#N/A;{'fiction': 248, 'history, historical fiction, biography': 106, 'non-fiction': 42}
4926;Three Men in a Boat and Three Men on the Bummel;Jerome K. Jerome/Jeremy Lewis;4.08;140437509;en-US;400;2318;182;11/25/1999;Penguin Classics;#N/A;#N/A;{'fiction': 90, 'history, historical fiction, biography': 9, 'non-fiction': 2, 'comics, graphic': 1}
4929;Kafka on the Shore;Haruki Murakami/Philip Gabriel;4.14;1400079276;eng;467;225397;12452;01/03/2006;Vintage International;"[[0, 'Kafka on the Shore is a living novel.'], [0, 'As magical as the story written in the book, the novel speaks to you.'], [0, ""This novel will make you reflect on your own life's journey - past present and tomorrow, memories, moments, love, forgiveness, magic, destiny, redemption, mission.""], [0, 'Kafka on the Shore is a very good, metaphorical and slightly intellectual read.'], [0, ""You will be able to appreciate it, especially if you have a sort of confusion thing inside you - a fixin' up journey, or if you just want to ponder some emo stuff.""], [0, 'As for Haruki Murakami, indeed, he is a great writer.']]";FALSE;{'fiction': 4387, 'fantasy, paranormal': 838, 'mystery, thriller, crime': 90, 'romance': 46}
4933;The Brothers Karamazov;Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley;4.32;451527348;eng;736;983;91;06/01/1999;Signet Classics;#N/A;#N/A;{'fiction': 1002, 'history, historical fiction, biography': 290, 'mystery, thriller, crime': 128, 'romance': 44}
4934;The Brothers Karamazov;Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky;4.32;374528373;eng;796;191531;6795;6/14/2002;Farrar  Straus and Giroux;"[[0, ""After the monastery scene, at the point of encounter between the father's servant and the middle son, the narrative engine kicks into high gear and doesn't stop until the end.""], [0, 'Which ... makes it sounds as if I only care about plot... No, I just want to encourage people to read it.'], [0, 'This is a novel of real, finely drawn characters, and ideas that are rarely considered today-- just cheapened to some UTube debate.'], [0, 'Anywho, its a wonderful book.']]";FALSE;#N/A
4935;The Brothers Karamazov;Fyodor Dostoyevsky/David McDuff;4.32;140449248;eng;1013;1673;184;2/27/2003;Penguin Books Ltd;#N/A;#N/A;{'fiction': 1002, 'history, historical fiction, biography': 290, 'mystery, thriller, crime': 128, 'romance': 44}
4936;The Brothers Karamazov;Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky;4.32;679729259;eng;796;617;80;09/03/1991;Vintage Books USA;#N/A;#N/A;{'fiction': 1002, 'history, historical fiction, biography': 290, 'mystery, thriller, crime': 128, 'romance': 44}
4938;The Brothers Karamazov;Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.;4.32;1596440791;eng;16;20;2;05/01/2005;Hovel Audio;#N/A;#N/A;#N/A
4940;The Brothers Karamazov;Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus;4.32;159308045;eng;720;1089;202;7/25/2004;Barnes  Noble Classics;#N/A;#N/A;{'fiction': 1002, 'history, historical fiction, biography': 290, 'mystery, thriller, crime': 128, 'romance': 44}
4942;CliffsNotes on Dostoevsky's The Brothers Karamazov;James Lamar Roberts/Gary Carey;3.50;764538136;en-GB;96;4;0;01/10/2003;Cliffs Notes;#N/A;#N/A;#N/A
4943;Hungry Planet;Peter Menzel/Faith D'Aluisio;4.44;1580086810;eng;288;1455;193;10/01/2005;Material World;#N/A;#N/A;{'non-fiction': 185, 'history, historical fiction, biography': 10, 'children': 7, 'young-adult': 2}
4944;The Very Hungry Caterpillar;Eric Carle;4.29;399226907;eng;13;3945;262;3/23/1994;Philomel Books;#N/A;#N/A;{'children': 8887, 'fiction': 683, 'fantasy, paranormal': 41, 'young-adult': 38}
4945;The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear;Don    Wood;4.32;859533301;en-US;32;65;10;09/01/1996;Child's Play International;#N/A;#N/A;{'children': 1192, 'fiction': 72, 'fantasy, paranormal': 24, 'young-adult': 6}
4947;One Hundred Hungry Ants;Elinor J. Pinczes/Bonnie Mackain;4.05;395971233;en-US;32;2114;166;9/27/1999;HMH Books for Young Readers;#N/A;#N/A;{'children': 104, 'fiction': 10, 'fantasy, paranormal': 3, 'poetry': 2}
4950;The Hungry Tide;Amitav Ghosh;3.95;61871166;eng;333;11838;815;06/07/2006;Mariner Books;#N/A;#N/A;{'fiction': 335, 'history, historical fiction, biography': 17, 'romance': 4}
4951;Feeding the Hungry Heart: The Experience of Compulsive Eating;Geneen Roth;3.96;452270839;eng;224;749;46;09/01/1993;Plume;#N/A;#N/A;{'non-fiction': 28, 'history, historical fiction, biography': 1}
4952;What Is the What;Dave Eggers;4.16;1932416641;eng;475;65767;6203;10/18/2006;McSweeney's;#N/A;#N/A;{'fiction': 451, 'history, historical fiction, biography': 445, 'non-fiction': 195, 'comics, graphic': 35}
4953;A Heartbreaking Work of Staggering Genius;Dave Eggers;3.68;375725784;eng;485;157572;8463;2/13/2001;Vintage;#N/A;#N/A;{'fiction': 1736, 'non-fiction': 1648, 'history, historical fiction, biography': 680, 'comics, graphic': 44}
4954;You Shall Know Our Velocity!;Dave Eggers;3.63;1400033543;eng;401;25811;1463;07/01/2003;Vintage;#N/A;#N/A;{'fiction': 822}
4955;How We Are Hungry;Dave Eggers;3.75;1400095565;eng;224;12007;659;10/11/2005;Vintage;#N/A;#N/A;{'fiction': 342, 'non-fiction': 9}
4956;How We Are Hungry: Stories;Dave Eggers;3.75;1932416137;eng;218;488;38;10/13/2004;McSweeney's;#N/A;#N/A;{'fiction': 342, 'non-fiction': 9}
4963;Merry Christmas  Stinky Face;Lisa McCourt/Cyd Moore;3.97;439635772;eng;32;20;3;10/01/2004;Scholastic;#N/A;#N/A;#N/A
4964;Love You Until--;Lisa McCourt/Cyd Moore;4.50;809166585;eng;32;4;0;12/03/2005;Paulist Press;#N/A;#N/A;#N/A
4965;Year of Wonders;Geraldine Brooks;4.01;142001430;eng;358;120736;8549;4/30/2002;Penguin Books;"[[0, 'I really liked this book.'], [0, ""I can't wait to have book group.""], [0, 'It took me about 20 pages to really get in to the story, but then I got hooked.'], [0, 'I am especially interested in the discussion of what happened to a small, seemingly tightly knit community when plague broke out and they were stuck all together - personal vs.'], [0, 'community tragedy.'], [0, 'I was slightly disappointed in the ending.'], [0, 'I think it wrapped up too fast.']]";FALSE;{'fiction': 1380, 'history, historical fiction, biography': 1119, 'romance': 20, 'young-adult': 17}
4966;The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones;Tanya Remer Altmann/American Academy of Pediatrics;3.51;553804766;en-US;224;55;9;9/26/2006;Bantam Books;#N/A;#N/A;#N/A
4978;Wolves of the Calla (The Dark Tower  #5);Stephen King/Bernie Wrightson;4.18;141651693;eng;931;127168;2801;02/01/2006;Pocket Books;"[[0, 'One of the great books in the Dark Tower series.'], [0, 'It continues the adventure of Roland and company, expanding on their characters greatly.'], [0, ""This is the beginning of seeing into the multiple realms of the tower, in particular with the introduction of Father Callahan and the mingling of Stephen King's previous work.""], [0, 'The book is quite long and it is a whole lot of lead up to a really short climax, but then it is only the 5th of 7 books in the series.'], [0, 'So this is still just lead up to the climax of the series as whole.'], [0, 'But it is definitely a great read!']]";FALSE;{'fantasy, paranormal': 1247, 'fiction': 696, 'mystery, thriller, crime': 105}
4979;A Man Without a Country;Kurt Vonnegut Jr./Daniel Simon;4.07;81297736;eng;160;34339;2061;1/16/2007;Random House Trade Paperbacks;#N/A;#N/A;#N/A
4981;Slaughterhouse-Five;Kurt Vonnegut Jr.;4.07;385333846;eng;275;1001671;19056;01/12/1999;Dial Press;"[[0, 'It took me a little while to get into this book.'], [0, ""I was initially put off by how spare Vonnegut's prose was (I generally don't care for writing this stripped down) and since the book structurally mirrors the fragmented mind of its protagonist Billy Pilgrim it took me some time to get into the rhythm of the story.""], [0, 'Once I acclimated to this book stylistically though I found it to be really, really great.'], [0, 'This book manages to say so much within its short page span.'], [0, 'The droll, detached, fatalistic, plain spoken way Vonnegut communicates is devastating at times.'], [0, 'There is this fantastic line in the book about how war had made everyone too listless and sick to be characters that conveys more tragedy in one sentence than I have seen other books convey in 500 pages of text.'], [0, 'Vonnegut refuses to provide the easy satisfaction of heroes and villains, and he continually emphasizes the lack of individual control any person has over the course of their life.'], [0, 'Despite the simplicity of the prose this is a philosophically rich and complex book which will both stir your emotions and stimulate your mind.'], [0, 'Highly recommended!']]";FALSE;{'fiction': 15485, 'history, historical fiction, biography': 1761, 'fantasy, paranormal': 1032}
4983;Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations);Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris;4.35;791071685;eng;258;28254;196;12/19/2002;Chelsea House Publications;#N/A;#N/A;{'fiction': 239, 'non-fiction': 6, 'fantasy, paranormal': 20, 'history, historical fiction, biography': 1}
4986;God Bless You  Dr. Kevorkian;Kurt Vonnegut Jr.;3.84;743422007;eng;80;12754;558;5/22/2001;Washington Square Press;#N/A;#N/A;{'fiction': 426, 'non-fiction': 21, 'fantasy, paranormal': 14, 'history, historical fiction, biography': 4}
4987;Jailbird;Kurt Vonnegut Jr.;3.82;385333900;eng;310;17881;593;01/12/1999;Dial Press Trade Paperback;#N/A;#N/A;{'fiction': 759, 'history, historical fiction, biography': 24, 'mystery, thriller, crime': 6}
4988;Fates Worse Than Death;Kurt Vonnegut Jr.;3.87;425134067;en-US;240;3183;115;09/01/1992;Berkley;#N/A;#N/A;{'non-fiction': 122, 'fiction': 35, 'history, historical fiction, biography': 42}
4989;The Red Tent;Anita Diamant;4.17;312353766;eng;336;470858;15859;11/01/2005;St. Martin's Press;"[[0, ""I loved the history of the book, the women's stories, what life would have been like for a woman at the time.""], [0, 'I thought the author is in general, a good storyteller.'], [0, 'I loved the rich detail of their daily lives, stories of midwifery and sisterly love.'], [0, 'However, I got the feeling throughout the book that the author has some sort of vendetta against men.'], [0, ""Every man in the book is a flat, one-note barbarian, and if they aren't, then they die.""], [0, ""I also did not care for her portrayal of Joseph, who without any historical backup decides to turn him into a lout who actually did have a tryst with Potipher's wife, and who through dumb luck managed to work his way up through the Egyptian ranks.""]]";FALSE;{'fiction': 881, 'history, historical fiction, biography': 704, 'fantasy, paranormal': 30}
4990;Inside the Red Tent;Sandra Hack Polaski;3.96;827230281;eng;100;181;16;07/01/2006;Chalice Press;#N/A;#N/A;{'fiction': 6, 'history, historical fiction, biography': 7, 'non-fiction': 2, 'romance': 1}
